Wind Speed [m/s],Power [kW],Cp [-]
1,-0.6,0
2,-0.6,0
3,0.5,0.089839965
4,4.1,0.310790129
5,10.5,0.407514082
6,19,0.426739835
7,29.4,0.415830696
8,41,0.388487662
9,54.3,0.361356304
10,66.8,0.324070722
11,77.7,0.283208509
12,86.4,0.242567906
13,92.8,0.20491854
14,97.8,0.172909192
15,100,0.143743944
16,99.9,0.118322919
17,99.2,0.097955368
18,98.4,0.08185419
19,97.5,0.068961571
20,96.8,0.058701433
21,96.4,0.050498966
22,96.3,0.04387545
23,96.8,0.038597145
24,98,0.034391862
25,99.2,0.030800302
