Wind Speed [m/s],Power [kW],Cp [-]
0,-0.6,0
1,-0.6,-1.637333365
2,-0.6,-0.204666671
3,3.8,0.384065851
4,10.2,0.434916675
5,18.8,0.410424897
6,32.9,0.415650214
7,51.8,0.412117922
8,69.8,0.372024313
9,83,0.310696546
10,88.2,0.240688005
11,90,0.184522919
12,89.7,0.141655867
13,88.2,0.109553029
14,86.3,0.085824751
15,84.5,0.068323294
16,82.8,0.055164064
17,81.6,0.045324107
