Wind Speed [m/s],Power [kW],Cp [-]
0.55,-0.04,0
1.04,-0.04,0
1.53,-0.04,0
2,-0.04,0
2.47,-0.04,0
3.03,0.02,0.02
3.47,0.2,0.11
4.03,0.56,0.2
4.53,0.97,0.25
5.01,1.43,0.27
5.5,1.96,0.28
6.01,2.64,0.29
6.5,3.43,0.3
6.99,4.28,0.3
7.5,5.31,0.3
8,6.37,0.3
8.49,7.45,0.29
8.98,8.66,0.28
9.49,9.73,0.27
9.98,10.5,0.25
10.48,10.84,0.22
11,11.02,0.2
11.5,11.09,0.17
11.98,11.1,0.15
12.48,11.1,0.14
13,11.08,0.12
13.5,11.05,0.11
13.96,11.03,0.1
14.47,10.96,0.09
15.04,10.87,0.08
15.47,10.98,0.07
