Wind Speed [m/s],Power [kW],Cp [-]
1,-0.6,0
2,-0.6,0
3,3.8,0.373170922
4,10.2,0.422579243
5,18.8,0.398782231
6,33.2,0.407541928
7,51.2,0.395789077
8,69.2,0.35836377
9,81.4,0.29606348
10,87.3,0.231473995
11,89.6,0.178491655
12,90,0.138097792
13,89.1,0.107531477
14,87.4,0.08445304
15,85.5,0.067170766
16,83.3,0.053922872
17,81.5,0.043984414
18,79.6,0.036189578
19,78.3,0.030268362
20,76.9,0.025487328
