Wind Speed [m/s],Power [kW],Cp [-]
1,-0.5,0
2,-0.5,0
3,1.7,0.219841425
4,6,0.327337416
5,13,0.363126306
6,24.5,0.396037861
7,38,0.38682439
8,52.5,0.358025298
9,58.7,0.281147966
10,59.7,0.208448466
11,59.9,0.157135076
12,59.9,0.12103402
13,59.9,0.095196534
14,59.9,0.076219674
15,59.9,0.061969418
16,57.5,0.049015368
17,55,0.039087716
18,52,0.031132228
19,49.1,0.024994535
20,46.8,0.020425855
21,45,0.016965982
22,43,0.014100184
23,42,0.012052861
24,41,0.010355582
25,40.5,0.009050225
